"time.t","exp.date","spot.t","exp.spot","fut","rec","brent.ind"
"1990-09","1991-07",33.687,21.42,29.55,0,0
"1990-10","1991-08",35.922,21.688,26.52,0,0
"1990-11","1991-09",32.3,21.857,23.83,0,0
"1990-12","1991-10",27.337,23.228,23.23,0,0
"1991-01","1991-11",24.959,22.465,18.72,0,0
"1991-02","1991-12",20.523,19.517,18.38,0,0
"1991-03","1992-01",19.86,18.82,19.33,0,0
"1991-04","1992-02",20.823,18.995,19.96,0,0
"1991-05","1992-03",21.24,18.916,21.21,0,0
"1991-06","1992-04",20.195,20.243,19.98,0,0
"1991-07","1992-05",21.42,20.94,20.78,0,0
"1991-08","1992-06",21.688,22.375,21.04,0,0
"1991-09","1992-07",21.857,21.759,20.89,0,0
"1991-10","1992-08",23.228,21.35,21.47,0,0
"1991-11","1992-09",22.465,21.902,20.53,0,0
"1991-12","1992-10",19.517,21.688,19.52,0,0
"1992-01","1992-11",18.82,20.342,19.17,0,0
"1992-02","1992-12",18.995,19.407,19.17,0,0
"1992-03","1993-01",18.916,19.075,19.42,0,0
"1992-04","1993-02",20.243,20.053,20.42,0,0
"1992-05","1993-03",20.94,20.347,21.3,0,0
"1992-06","1993-04",22.375,20.27,20.86,0,0
"1992-07","1993-05",21.759,19.94,20.83,0,0
"1992-08","1993-06",21.35,19.07,20.62,0,0
"1992-09","1993-07",21.902,17.866,20.84,0,0
"1992-10","1993-08",21.688,18.009,20.36,0,0
"1992-11","1993-09",20.342,17.514,19.78,0,0
"1992-12","1993-10",19.407,18.145,19.81,0,0
"1993-01","1993-11",19.075,16.699,20.5,0,0
"1993-02","1993-12",20.053,14.51,20.66,0,0
"1993-03","1994-01",20.347,15,20.64,0,0
"1993-04","1994-02",20.27,14.78,20.77,0,0
"1993-05","1994-03",19.94,14.66,20.36,0,0
"1993-06","1994-04",19.07,16.38,19.88,0,0
"1993-07","1994-05",17.866,17.88,18.96,0,0
"1993-08","1994-06",18.009,19.07,19.34,0,0
"1993-09","1994-07",17.514,19.65,19.34,0,0
"1993-10","1994-08",18.145,18.38,18.16,0,0
"1993-11","1994-09",16.699,17.46,17.07,0,0
"1993-12","1994-10",14.51,17.71,16.38,0,0
"1994-01","1994-11",15,18.1,16.2,0,0
"1994-02","1994-12",14.78,17.16,16.14,0,0
"1994-03","1995-01",14.66,17.99,16.02,0,0
"1994-04","1995-02",15.2315789473684,17.1145,15.55,0,1
"1994-05","1995-03",16.188,17.0065217391304,16.3,0,1
"1994-06","1995-04",16.7631818181818,18.6483333333333,16.84,0,1
"1994-07","1995-05",17.5995238095238,18.3509090909091,17.48,0,1
"1994-08","1995-06",16.8927272727273,17.3127272727273,16.4,0,1
"1994-09","1995-07",15.895,15.8542857142857,17.14,0,1
"1994-10","1995-08",16.4904761904762,16.0963636363636,16.23,0,1
"1994-11","1995-09",17.1913636363636,16.6995238095238,16.65,0,1
"1994-12","1995-10",15.932,16.1109090909091,16.75,0,1
"1995-01","1995-11",16.5519047619048,16.8609090909091,16.54,0,1
"1995-02","1995-12",17.1145,17.9252631578947,16.46,0,1
"1995-03","1996-01",17.0065217391304,17.8531818181818,16.6,0,1
"1995-04","1996-02",18.6483333333333,17.9990476190476,17.19,0,1
"1995-05","1996-03",18.3509090909091,19.8519047619048,16.87,0,1
"1995-06","1996-04",17.3127272727273,20.9005,16.07,0,1
"1995-07","1996-05",15.8542857142857,19.1547619047619,16.01,0,1
"1995-08","1996-06",16.0963636363636,18.4565,15.96,0,1
"1995-09","1996-07",16.6995238095238,19.5708695652174,15.64,0,1
"1995-10","1996-08",16.1109090909091,20.512380952381,15.66,0,1
"1995-11","1996-09",16.8609090909091,22.6304761904762,15.91,0,1
"1995-12","1996-10",17.9252631578947,24.1626086956522,16.29,0,1
"1996-01","1996-11",17.8531818181818,22.7595238095238,15.62,0,1
"1996-02","1996-12",17.9990476190476,23.783,15.74,0,1
"1996-03","1997-01",19.8519047619048,23.537619047619,16.6,0,1
"1996-04","1997-02",20.9005,20.8505263157895,16.68,0,1
"1996-05","1997-03",19.1547619047619,19.133,16.31,0,1
"1996-06","1997-04",18.4565,17.5559090909091,16.67,0,1
"1996-07","1997-05",19.5708695652174,19.0228571428571,16.89,0,1
"1996-08","1997-06",20.512380952381,17.58,17.74,0,1
"1996-09","1997-07",22.6304761904762,18.4645,19.03,0,1
"1996-10","1997-08",24.1626086956522,18.5955,19.03,0,1
"1996-11","1997-09",22.7595238095238,18.4609523809524,19.07,0,1
"1996-12","1997-10",23.783,19.8652173913043,19.39,0,1
"1997-01","1997-11",23.537619047619,19.1742105263158,19.5,0,1
"1997-02","1997-12",20.8505263157895,17.1819047619048,18.47,0,1
"1997-03","1998-01",19.133,15.1866666666667,19.29,0,1
"1997-04","1998-02",17.5559090909091,14.0695,18.67,0,1
"1997-05","1998-03",19.0228571428571,13.1031818181818,19.31,0,1
"1997-06","1998-04",17.58,13.5265,18.72,0,1
"1997-07","1998-05",18.4645,14.3631578947368,18.85,0,1
"1997-08","1998-06",18.5955,12.2063636363636,18.46,0,1
"1997-09","1998-07",18.4609523809524,12.0795652173913,19.23,0,1
"1997-10","1998-08",19.8652173913043,11.914,19.23,0,1
"1997-11","1998-09",19.1742105263158,13.3436363636364,18.56,0,1
"1997-12","1998-10",17.1819047619048,12.7022727272727,17.31,0,1
"1998-01","1998-11",15.1866666666667,11.0390476190476,17.22,0,1
"1998-02","1998-12",14.0695,9.82428571428571,16.32,0,1
"1998-03","1999-01",13.1031818181818,11.1145,16.06,0,1
"1998-04","1999-02",13.5265,10.2715789473684,16.13,0,1
"1998-05","1999-03",14.3631578947368,12.5113043478261,16.05,0,1
"1998-06","1999-04",12.2063636363636,15.2945,15.64,0,1
"1998-07","1999-05",12.0795652173913,15.2252631578947,14.77,0,1
"1998-08","1999-06",11.914,15.8631818181818,14.29,0,1
"1998-09","1999-07",13.3436363636364,19.08,15.67,0,1
"1998-10","1999-08",12.7022727272727,20.2190476190476,14.58,0,1
"1998-11","1999-09",11.0390476190476,22.5431818181818,12.88,0,1
"1998-12","1999-10",9.82428571428571,22.002380952381,12.14,0,1
"1999-01","1999-11",11.1145,24.5840909090909,12.55,0,1
"1999-02","1999-12",10.2715789473684,25.4731578947368,12.08,0,1
"1999-03","2000-01",12.5113043478261,25.511,14.59,0,1
"1999-04","2000-02",15.2945,27.7757142857143,15.34,0,1
"1999-05","2000-03",15.2252631578947,27.4860869565217,15.17,0,1
"1999-06","2000-04",15.8631818181818,22.7644444444444,16.92,0,1
"1999-07","2000-05",19.08,27.737619047619,17.56,0,1
"1999-08","2000-06",20.2190476190476,29.7954545454545,18.29,0,1
"1999-09","2000-07",22.5431818181818,28.682380952381,19.2,0,1
"1999-10","2000-08",22.002380952381,30.1960869565217,18.87,0,1
"1999-11","2000-09",24.5840909090909,33.1447619047619,18.2,0,1
"1999-12","2000-10",25.4731578947368,30.9609090909091,19.8,0,1
"2000-01","2000-11",25.511,32.5522727272727,21.45,0,1
"2000-02","2000-12",27.7757142857143,25.66,22.27,0,1
"2000-03","2001-01",27.4860869565217,25.6245454545455,22.72,0,1
"2000-04","2001-02",22.7644444444444,27.5035,22.15,0,1
"2000-05","2001-03",27.737619047619,24.4972727272727,23.66,0,1
"2000-06","2001-04",29.7954545454545,25.6571428571429,24.94,1,1
"2000-07","2001-05",28.682380952381,28.3136363636364,24.46,1,1
"2000-08","2001-06",30.1960869565217,27.8490476190476,26.97,1,1
"2000-09","2001-07",33.1447619047619,24.6136363636364,27.45,1,1
"2000-10","2001-08",30.9609090909091,25.68,26.32,1,1
"2000-11","2001-09",32.5522727272727,25.6195,26.45,1,1
"2000-12","2001-10",25.66,20.5378260869565,23.17,1,1
"2001-01","2001-11",25.6245454545455,18.7972727272727,23.89,1,1
"2001-02","2001-12",27.5035,18.7052631578947,24.15,0,1
"2001-03","2002-01",24.4972727272727,19.4168181818182,23.69,0,1
"2001-04","2002-02",25.6571428571429,20.2755,25.22,0,1
"2001-05","2002-03",28.3136363636364,23.6966666666667,25.26,0,1
"2001-06","2002-04",27.8490476190476,25.7286363636364,24.46,0,1
"2001-07","2002-05",24.6136363636364,25.3454545454545,23.42,0,1
"2001-08","2002-06",25.68,24.0816666666667,24.19,0,1
"2001-09","2002-07",25.6195,25.7360869565217,22.62,0,1
"2001-10","2002-08",20.5378260869565,26.6513636363636,20.54,0,1
"2001-11","2002-09",18.7972727272727,28.3995238095238,19.77,0,1
"2001-12","2002-10",18.7052631578947,27.5430434782609,19.94,0,1
"2002-01","2002-11",19.4168181818182,24.3352380952381,19.71,0,1
"2002-02","2002-12",20.2755,28.3345,20.72,0,1
"2002-03","2003-01",23.6966666666667,31.1836363636364,24.04,0,1
"2002-04","2003-02",25.7286363636364,32.771,24.23,0,1
"2002-05","2003-03",25.3454545454545,30.612380952381,23.01,0,1
"2002-06","2003-04",24.0816666666667,25.0677272727273,23.98,0,1
"2002-07","2003-05",25.7360869565217,25.8577272727273,23.87,0,1
"2002-08","2003-06",26.6513636363636,27.6528571428571,25.1,0,1
"2002-09","2003-07",28.3995238095238,28.3486956521739,24.26,0,1
"2002-10","2003-08",27.5430434782609,29.8880952380952,23.58,0,1
"2002-11","2003-09",24.3352380952381,27.1122727272727,23.22,0,1
"2002-12","2003-10",28.3345,29.6078260869565,23.76,0,1
"2003-01","2003-11",31.1836363636364,28.7525,26.11,0,1
"2003-02","2003-12",32.771,29.8071428571429,26.8,0,1
"2003-03","2004-01",30.612380952381,31.2809523809524,24.29,0,1
"2003-04","2004-02",25.0677272727273,30.8585,23.42,0,1
"2003-05","2004-03",25.8577272727273,33.634347826087,24.08,0,1
"2003-06","2004-04",27.6528571428571,33.5909090909091,25.25,0,1
"2003-07","2004-05",28.3486956521739,37.567619047619,25.4,0,1
"2003-08","2004-06",29.8880952380952,35.1836363636364,25.72,0,1
"2003-09","2004-07",27.1122727272727,38.2213636363636,25.08,0,1
"2003-10","2004-08",29.6078260869565,42.7440909090909,25.44,0,1
"2003-11","2004-09",28.7525,43.1968181818182,25.99,0,1
"2003-12","2004-10",29.8071428571429,49.7766666666667,27.71,0,1
"2004-01","2004-11",31.2809523809524,43.1104545454545,27.42,0,1
"2004-02","2004-12",30.8585,39.6021739130435,29.45,0,1
"2004-03","2005-01",33.634347826087,44.509,29.34,0,1
"2004-04","2005-02",33.5909090909091,45.475,31.19,0,1
"2004-05","2005-03",37.567619047619,53.1045454545455,33.1,0,1
"2004-06","2005-04",35.1836363636364,51.8838095238095,33.18,0,1
"2004-07","2005-05",38.2213636363636,48.6454545454545,36.7,0,1
"2004-08","2005-06",42.7440909090909,54.3545454545455,37.14,0,1
"2004-09","2005-07",43.1968181818182,57.52,41.33,0,1
"2004-10","2005-08",49.7766666666667,63.9834782608696,45.15,0,1
"2004-11","2005-09",43.1104545454545,62.9081818181818,44.09,0,1
"2004-12","2005-10",39.6021739130435,58.5385714285714,39.56,0,1
"2005-01","2005-11",44.509,55.2418181818182,44.42,0,1
"2005-02","2005-12",45.475,56.8557142857143,47.32,0,1
"2005-03","2006-01",53.1045454545455,62.9852380952381,53.89,0,1
"2005-04","2006-02",51.8838095238095,60.21,51.75,0,1
"2005-05","2006-03",48.6454545454545,62.0647826086957,51.37,0,1
"2005-06","2006-04",54.3545454545455,70.26,57.71,0,1
"2005-07","2006-05",57.52,69.7769565217391,61.65,0,1
"2005-08","2006-06",63.9834782608696,68.5559090909091,67.37,0,1
"2005-09","2006-07",62.9081818181818,73.6742857142857,65.29,0,1
"2005-10","2006-08",58.5385714285714,73.2304347826087,59.74,0,1
"2005-11","2006-09",55.2418181818182,61.9585714285714,58.62,0,1
"2005-12","2006-10",56.8557142857143,57.8081818181818,62.16,0,1
"2006-01","2006-11",62.9852380952381,58.7613636363636,68.93,0,1
"2006-02","2006-12",60.21,62.4721052631579,65.67,0,1
"2006-03","2007-01",62.0647826086957,53.6814285714286,67.66,0,1
"2006-04","2007-02",70.26,57.5557894736842,73.98,0,1
"2006-05","2007-03",69.7769565217391,62.0504545454545,73.18,0,1
"2006-06","2007-04",68.5559090909091,67.4857894736842,75.79,0,1
"2006-07","2007-05",73.6742857142857,67.2122727272727,77.39,0,1
"2006-08","2007-06",73.2304347826087,71.0457142857143,74.86,0,1
"2006-09","2007-07",61.9585714285714,76.93,68.04,0,1
"2006-10","2007-08",57.8081818181818,70.7608695652174,65.73,0,1
"2006-11","2007-09",58.7613636363636,77.1731578947368,68.59,0,1
"2006-12","2007-10",62.4721052631579,82.34,65.95,0,1
"2007-01","2007-11",53.6814285714286,92.4142857142857,62.15,0,1
"2007-02","2007-12",57.5557894736842,90.9268421052632,66.53,0,1
"2007-03","2008-01",62.0504545454545,92.1780952380952,69.57,1,1
"2007-04","2008-02",67.4857894736842,94.9865,71.07,1,1
"2007-05","2008-03",67.2122727272727,103.6355,70.65,1,1
"2007-06","2008-04",71.0457142857143,109.071363636364,73.47,1,1
"2007-07","2008-05",76.93,122.797142857143,74.51,1,1
"2007-08","2008-06",70.7608695652174,132.322380952381,70.6,1,1
"2007-09","2008-07",77.1731578947368,132.718181818182,76.67,1,1
"2007-10","2008-08",82.34,113.243333333333,86.22,1,1
"2007-11","2008-09",92.4142857142857,97.2347619047619,86.18,1,1
"2007-12","2008-10",90.9268421052632,71.5821739130435,91.28,1,1
"2008-01","2008-11",92.1780952380952,52.4526315789474,90.3,1,1
"2008-02","2008-12",94.9865,39.9468181818182,98.78,1,1
"2008-03","2009-01",103.6355,43.4395,98.06,1,1
"2008-04","2009-02",109.071363636364,43.3247368421053,108.55,1,1
"2008-05","2009-03",122.797142857143,46.5404545454545,127.79,1,1
"2008-06","2009-04",132.322380952381,50.1819047619048,143.22,1,1
"2008-07","2009-05",132.718181818182,57.3025,128.15,1,1
"2008-08","2009-06",113.243333333333,68.6095454545455,119.16,1,1
"2008-09","2009-07",97.2347619047619,64.4354545454545,104.77,0,1
"2008-10","2009-08",71.5821739130435,72.5085714285714,75.23,0,1
"2008-11","2009-09",52.4526315789474,67.6461904761905,65.99,0,1
"2008-12","2009-10",39.9468181818182,72.7695454545455,59.57,0,1
"2009-01","2009-11",43.4395,76.662,54.83,0,1
"2009-02","2009-12",43.3247368421053,74.4563636363636,52.67,0,1
"2009-03","2010-01",46.5404545454545,76.1673684210526,57.96,0,1
"2009-04","2010-02",50.1819047619048,73.7521052631579,59.05,0,1
"2009-05","2010-03",57.3025,78.8273913043478,70.51,0,1
"2009-06","2010-04",68.6095454545455,84.817619047619,74.24,0,1
"2009-07","2010-05",64.4354545454545,75.9455,77.38,0,1
"2009-08","2010-06",72.5085714285714,74.7609090909091,75.3,0,1
"2009-09","2010-07",67.6461904761905,75.58,74.59,0,1
"2009-10","2010-08",72.7695454545455,77.0395454545455,81.01,0,1
"2009-11","2010-09",76.662,77.8404761904762,84.61,0,1
"2009-12","2010-10",74.4563636363636,82.6647619047619,82.98,0,1
"2010-01","2010-11",76.1673684210526,85.2747619047619,76.65,0,1
"2010-02","2010-12",73.7521052631579,91.4468181818182,81.26,0,1
"2010-03","2011-01",78.8273913043478,96.5235,85.1,0,1
"2010-04","2011-02",84.817619047619,103.716315789474,92.3,0,1
"2010-05","2011-03",75.9455,114.64347826087,80.16,0,1
"2010-06","2011-04",74.7609090909091,123.258888888889,78.68,0,1
"2010-07","2011-05",75.58,114.989047619048,82.68,0,1
"2010-08","2011-06",77.0395454545455,113.833181818182,79.52,0,1
"2010-09","2011-07",77.8404761904762,116.9735,85.64,0,1
"2010-10","2011-08",82.6647619047619,110.219545454545,85.62,0,1
"2010-11","2011-09",85.2747619047619,112.83380952381,87.33,0,1
"2010-12","2011-10",91.4468181818182,109.55,95.14,0,1
"2011-01","2011-11",96.5235,110.768095238095,101.83,0,1
"2011-02","2011-12",103.716315789474,107.8705,110.45,0,1
"2011-03","2012-01",114.64347826087,110.686,114.96,0,1
"2011-04","2012-02",123.258888888889,119.327,122.62,0,1
"2011-05","2012-03",114.989047619048,125.445454545455,114.02,0,1
"2011-06","2012-04",113.833181818182,119.421666666667,112.68,0,1
"2011-07","2012-05",116.9735,110.339523809524,116.01,0,1
"2011-08","2012-06",110.219545454545,95.1557142857143,111.81,0,1
"2011-09","2012-07",112.83380952381,102.618571428571,97.64,0,1
"2011-10","2012-08",109.55,113.356086956522,105.54,0,1
"2011-11","2012-09",110.768095238095,112.863684210526,106.42,0,1
"2011-12","2012-10",107.8705,111.710869565217,104.25,0,1
"2012-01","2012-11",110.686,109.058571428571,108.26,0,1
"2012-02","2012-12",119.327,109.494,116.29,0,1
"2012-03","2013-01",125.445454545455,112.96,116.57,0,1
"2012-04","2013-02",119.421666666667,116.050526315789,115.23,0,1
"2012-05","2013-03",110.339523809524,108.474,99.53,0,1
"2012-06","2013-04",95.1557142857143,102.248181818182,97.73,0,1
"2012-07","2013-05",102.618571428571,102.558636363636,101.38,0,1
"2012-08","2013-06",113.356086956522,102.9195,110.24,0,1
"2012-09","2013-07",112.863684210526,107.933181818182,107.03,0,1
"2012-10","2013-08",111.710869565217,111.280454545455,103.51,0,1
"2012-11","2013-09",109.058571428571,111.5965,106.36,0,1
"2012-12","2013-10",109.494,109.07652173913,105.24,0,1
"2013-01","2013-11",112.96,107.792,108.84,0,1
"2013-02","2013-12",116.050526315789,110.756666666667,105,0,1
"2013-03","2014-01",108.474,108.117727272727,105.7,0,1
"2013-04","2014-02",102.248181818182,108.900526315789,99.59,0,1
"2013-05","2014-03",102.558636363636,107.480952380952,97.99,0,1
"2013-06","2014-04",102.9195,107.755238095238,98.78,0,1
"2013-07","2014-05",107.933181818182,109.539090909091,102.75,0,1
"2013-08","2014-06",111.280454545455,111.795238095238,105.17,0,1
"2013-09","2014-07",111.5965,106.768181818182,102.41,0,1
"2013-10","2014-08",109.07652173913,101.608095238095,104.76,0,1
"2013-11","2014-09",107.792,97.0914285714286,106.77,0,1
"2013-12","2014-10",110.756666666667,87.4252173913043,106.81,0,1
"2014-01","2014-11",108.117727272727,79.4378947368421,102.31,0,1
"2014-02","2014-12",108.900526315789,62.335,105.06,0,1
"2014-03","2015-01",107.480952380952,47.7595,104.09,0,1
"2014-04","2015-02",107.755238095238,58.0955,103.4,0,1
"2014-05","2015-03",109.539090909091,55.8854545454545,104.65,0,1
"2014-06","2015-04",111.795238095238,59.3518181818182,108.5,0,1
"2014-07","2015-05",106.768181818182,64.0961904761905,105.93,0,1
"2014-08","2015-06",101.608095238095,61.4777272727273,104.18,0,1
"2014-09","2015-07",97.0914285714286,56.5613043478261,97.47,0,1
"2014-10","2015-08",87.4252173913043,46.5842857142857,89.48,0,1
"2014-11","2015-09",79.4378947368421,47.6231818181818,74.4,0,1
