"time.t","exp.date","spot.t","exp.spot","fut","rec","brent.ind"
"1989-01","1989-07",17.983,19.644,15.96,0,0
"1989-02","1989-08",17.826,18.522,16.71,0,0
"1989-03","1989-09",19.445,19.594,17.93,0,0
"1989-04","1989-10",21.04,20.091,17.91,0,0
"1989-05","1989-11",20.032,19.82,17.63,0,0
"1989-06","1989-12",20.005,21.088,18.12,0,0
"1989-07","1990-01",19.644,22.641,18.01,0,0
"1989-08","1990-02",18.522,22.108,18.41,0,0
"1989-09","1990-03",19.594,20.418,19.25,0,0
"1989-10","1990-04",20.091,18.582,19.02,0,0
"1989-11","1990-05",19.82,18.237,19.03,0,0
"1989-12","1990-06",21.088,16.871,20.29,0,0
"1990-01","1990-07",22.641,18.638,20.54,0,0
"1990-02","1990-08",22.108,27.174,21.07,1,0
"1990-03","1990-09",20.418,33.687,20.76,1,0
"1990-04","1990-10",18.582,35.922,20.2,1,0
"1990-05","1990-11",18.237,32.3,19.93,1,0
"1990-06","1990-12",16.871,27.337,18.97,1,0
"1990-07","1991-01",18.638,24.959,21.83,1,0
"1990-08","1991-02",27.174,20.523,25.16,1,0
"1990-09","1991-03",33.687,19.86,33,1,0
"1990-10","1991-04",35.922,20.823,29.06,0,0
"1990-11","1991-05",32.3,21.24,25.92,0,0
"1990-12","1991-06",27.337,20.195,24.4,0,0
"1991-01","1991-07",24.959,21.42,18.9,0,0
"1991-02","1991-08",20.523,21.688,18.23,0,0
"1991-03","1991-09",19.86,21.857,19.29,0,0
"1991-04","1991-10",20.823,23.228,20.23,0,0
"1991-05","1991-11",21.24,22.465,21.47,0,0
"1991-06","1991-12",20.195,19.517,20.38,0,0
"1991-07","1992-01",21.42,18.82,21.17,0,0
"1991-08","1992-02",21.688,18.995,21.53,0,0
"1991-09","1992-03",21.857,18.916,21.38,0,0
"1991-10","1992-04",23.228,20.243,22.1,0,0
"1991-11","1992-05",22.465,20.94,20.77,0,0
"1991-12","1992-06",19.517,22.375,19.33,0,0
"1992-01","1992-07",18.82,21.759,19.16,0,0
"1992-02","1992-08",18.995,21.35,19.13,0,0
"1992-03","1992-09",18.916,21.902,19.57,0,0
"1992-04","1992-10",20.243,21.688,20.7,0,0
"1992-05","1992-11",20.94,20.342,21.75,0,0
"1992-06","1992-12",22.375,19.407,21.31,0,0
"1992-07","1993-01",21.759,19.075,21.34,0,0
"1992-08","1993-02",21.35,20.053,21.01,0,0
"1992-09","1993-03",21.902,20.347,21.22,0,0
"1992-10","1993-04",21.688,20.27,20.52,0,0
"1992-11","1993-05",20.342,19.94,19.84,0,0
"1992-12","1993-06",19.407,19.07,19.77,0,0
"1993-01","1993-07",19.075,17.866,20.46,0,0
"1993-02","1993-08",20.053,18.009,20.69,0,0
"1993-03","1993-09",20.347,17.514,20.73,0,0
"1993-04","1993-10",20.27,18.145,20.86,0,0
"1993-05","1993-11",19.94,16.699,20.4,0,0
"1993-06","1993-12",17.6527272727273,13.7257142857143,18.32,0,1
"1993-07","1994-01",16.7754545454545,14.2915,17.33,0,1
"1993-08","1994-02",16.6961904761905,13.802,18.06,0,1
"1993-09","1994-03",16.0118181818182,13.8226086956522,17.91,0,1
"1993-10","1994-04",16.6066666666667,15.2315789473684,16.55,0,1
"1993-11","1994-05",15.1963636363636,16.188,15.29,0,1
"1993-12","1994-06",13.7257142857143,16.7631818181818,14.25,0,1
"1994-01","1994-07",14.2915,17.5995238095238,14.45,0,1
"1994-02","1994-08",13.802,16.8927272727273,14.23,0,1
"1994-03","1994-09",13.8226086956522,15.895,13.86,0,1
"1994-04","1994-10",15.2315789473684,16.4904761904762,15.48,0,1
"1994-05","1994-11",16.188,17.1913636363636,16.27,0,1
"1994-06","1994-12",16.7631818181818,15.932,17.02,0,1
"1994-07","1995-01",17.5995238095238,16.5519047619048,17.74,0,1
"1994-08","1995-02",16.8927272727273,17.1145,16.4,0,1
"1994-09","1995-03",15.895,17.0065217391304,17.09,0,1
"1994-10","1995-04",16.4904761904762,18.6483333333333,16.29,0,1
"1994-11","1995-05",17.1913636363636,18.3509090909091,16.7,0,1
"1994-12","1995-06",15.932,17.3127272727273,16.63,0,1
"1995-01","1995-07",16.5519047619048,15.8542857142857,16.5,0,1
"1995-02","1995-08",17.1145,16.0963636363636,16.47,0,1
"1995-03","1995-09",17.0065217391304,16.6995238095238,16.8,0,1
"1995-04","1995-10",18.6483333333333,16.1109090909091,17.58,0,1
"1995-05","1995-11",18.3509090909091,16.8609090909091,17.11,0,1
"1995-06","1995-12",17.3127272727273,17.9252631578947,16.03,0,1
"1995-07","1996-01",15.8542857142857,17.8531818181818,15.93,0,1
"1995-08","1996-02",16.0963636363636,17.9990476190476,16.01,0,1
"1995-09","1996-03",16.6995238095238,19.8519047619048,15.75,0,1
"1995-10","1996-04",16.1109090909091,20.9005,15.75,0,1
"1995-11","1996-05",16.8609090909091,19.1547619047619,16.14,0,1
"1995-12","1996-06",17.9252631578947,18.4565,16.7,0,1
"1996-01","1996-07",17.8531818181818,19.5708695652174,15.73,0,1
"1996-02","1996-08",17.9990476190476,20.512380952381,16.08,0,1
"1996-03","1996-09",19.8519047619048,22.6304761904762,16.99,0,1
"1996-04","1996-10",20.9005,24.1626086956522,17.15,0,1
"1996-05","1996-11",19.1547619047619,22.7595238095238,16.76,0,1
"1996-06","1996-12",18.4565,23.783,17.21,0,1
"1996-07","1997-01",19.5708695652174,23.537619047619,17.54,0,1
"1996-08","1997-02",20.512380952381,20.8505263157895,18.77,0,1
"1996-09","1997-03",22.6304761904762,19.133,20.33,0,1
"1996-10","1997-04",24.1626086956522,17.5559090909091,20.29,0,1
"1996-11","1997-05",22.7595238095238,19.0228571428571,20.18,0,1
"1996-12","1997-06",23.783,17.58,20.9,0,1
"1997-01","1997-07",23.537619047619,18.4645,20.53,0,1
"1997-02","1997-08",20.8505263157895,18.5955,18.53,0,1
"1997-03","1997-09",19.133,18.4609523809524,19.44,0,1
"1997-04","1997-10",17.5559090909091,19.8652173913043,18.79,0,1
"1997-05","1997-11",19.0228571428571,19.1742105263158,19.59,0,1
"1997-06","1997-12",17.58,17.1819047619048,18.83,0,1
"1997-07","1998-01",18.4645,15.1866666666667,19.03,0,1
"1997-08","1998-02",18.5955,14.0695,18.66,0,1
"1997-09","1998-03",18.4609523809524,13.1031818181818,19.56,0,1
"1997-10","1998-04",19.8652173913043,13.5265,19.61,0,1
"1997-11","1998-05",19.1742105263158,14.3631578947368,18.68,0,1
"1997-12","1998-06",17.1819047619048,12.2063636363636,17.12,0,1
"1998-01","1998-07",15.1866666666667,12.0795652173913,16.81,0,1
"1998-02","1998-08",14.0695,11.914,15.67,0,1
"1998-03","1998-09",13.1031818181818,13.3436363636364,15.55,0,1
"1998-04","1998-10",13.5265,12.7022727272727,15.66,0,1
"1998-05","1998-11",14.3631578947368,11.0390476190476,15.56,0,1
"1998-06","1998-12",12.2063636363636,9.82428571428571,14.94,0,1
"1998-07","1999-01",12.0795652173913,11.1145,14.17,0,1
"1998-08","1999-02",11.914,10.2715789473684,13.58,0,1
"1998-09","1999-03",13.3436363636364,12.5113043478261,15.29,0,1
"1998-10","1999-04",12.7022727272727,15.2945,14.03,0,1
"1998-11","1999-05",11.0390476190476,15.2252631578947,11.9,0,1
"1998-12","1999-06",9.82428571428571,15.8631818181818,11.34,0,1
"1999-01","1999-07",11.1145,19.08,12,0,1
"1999-02","1999-08",10.2715789473684,20.2190476190476,11.61,0,1
"1999-03","1999-09",12.5113043478261,22.5431818181818,14.79,0,1
"1999-04","1999-10",15.2945,22.002380952381,15.75,0,1
"1999-05","1999-11",15.2252631578947,24.5840909090909,15.35,0,1
"1999-06","1999-12",15.8631818181818,25.4731578947368,17.3,0,1
"1999-07","2000-01",19.08,25.511,18.35,0,1
"1999-08","2000-02",20.2190476190476,27.7757142857143,19.62,0,1
"1999-09","2000-03",22.5431818181818,27.4860869565217,20.87,0,1
"1999-10","2000-04",22.002380952381,22.7644444444444,19.98,0,1
"1999-11","2000-05",24.5840909090909,27.737619047619,19.74,0,1
"1999-12","2000-06",25.4731578947368,29.7954545454545,21.2,0,1
"2000-01","2000-07",25.511,28.682380952381,22.79,0,1
"2000-02","2000-08",27.7757142857143,30.1960869565217,23.86,0,1
"2000-03","2000-09",27.4860869565217,33.1447619047619,23.9,0,1
"2000-04","2000-10",22.7644444444444,30.9609090909091,23.03,0,1
"2000-05","2000-11",27.737619047619,32.5522727272727,25.27,0,1
"2000-06","2000-12",29.7954545454545,25.66,26.89,0,1
"2000-07","2001-01",28.682380952381,25.6245454545455,25.7,0,1
"2000-08","2001-02",30.1960869565217,27.5035,28.69,0,1
"2000-09","2001-03",33.1447619047619,24.4972727272727,28.75,0,1
"2000-10","2001-04",30.9609090909091,25.6571428571429,27.87,1,1
"2000-11","2001-05",32.5522727272727,28.3136363636364,28.23,1,1
"2000-12","2001-06",25.66,27.8490476190476,23.48,1,1
"2001-01","2001-07",25.6245454545455,24.6136363636364,24.77,1,1
"2001-02","2001-08",27.5035,25.68,25.11,1,1
"2001-03","2001-09",24.4972727272727,25.6195,24.45,1,1
"2001-04","2001-10",25.6571428571429,20.5378260869565,26.44,1,1
"2001-05","2001-11",28.3136363636364,18.7972727272727,26.6,1,1
"2001-06","2001-12",27.8490476190476,18.7052631578947,25.3,0,1
"2001-07","2002-01",24.6136363636364,19.4168181818182,24.18,0,1
"2001-08","2002-02",25.68,20.2755,25.25,0,1
"2001-09","2002-03",25.6195,23.6966666666667,23.07,0,1
"2001-10","2002-04",20.5378260869565,25.7286363636364,20.6,0,1
"2001-11","2002-05",18.7972727272727,25.3454545454545,19.45,0,1
"2001-12","2002-06",18.7052631578947,24.0816666666667,19.72,0,1
"2002-01","2002-07",19.4168181818182,25.7360869565217,19.56,0,1
"2002-02","2002-08",20.2755,26.6513636363636,20.91,0,1
"2002-03","2002-09",23.6966666666667,28.3995238095238,24.8,0,1
"2002-04","2002-10",25.7286363636364,27.5430434782609,25.19,0,1
"2002-05","2002-11",25.3454545454545,24.3352380952381,23.61,0,1
"2002-06","2002-12",24.0816666666667,28.3345,24.69,0,1
"2002-07","2003-01",25.7360869565217,31.1836363636364,24.65,0,1
"2002-08","2003-02",26.6513636363636,32.771,26.38,0,1
"2002-09","2003-03",28.3995238095238,30.612380952381,26.53,0,1
"2002-10","2003-04",27.5430434782609,25.0677272727273,24.51,0,1
"2002-11","2003-05",24.3352380952381,25.8577272727273,23.99,0,1
"2002-12","2003-06",28.3345,27.6528571428571,25.35,0,1
"2003-01","2003-07",31.1836363636364,28.3486956521739,27.82,0,1
"2003-02","2003-08",32.771,29.8880952380952,28.56,0,1
"2003-03","2003-09",30.612380952381,27.1122727272727,25.29,0,1
"2003-04","2003-10",25.0677272727273,29.6078260869565,23.8,0,1
"2003-05","2003-11",25.8577272727273,28.7525,25.04,0,1
"2003-06","2003-12",27.6528571428571,29.8071428571429,26.65,0,1
"2003-07","2004-01",28.3486956521739,31.2809523809524,26.77,0,1
"2003-08","2004-02",29.8880952380952,30.8585,27.47,0,1
"2003-09","2004-03",27.1122727272727,33.634347826087,25.92,0,1
"2003-10","2004-04",29.6078260869565,33.5909090909091,26.22,0,1
"2003-11","2004-05",28.7525,37.567619047619,27.03,0,1
"2003-12","2004-06",29.8071428571429,35.1836363636364,28.79,0,1
"2004-01","2004-07",31.2809523809524,38.2213636363636,28.19,0,1
"2004-02","2004-08",30.8585,42.7440909090909,30.67,0,1
"2004-03","2004-09",33.634347826087,43.1968181818182,30.38,0,1
"2004-04","2004-10",33.5909090909091,49.7766666666667,32.74,0,1
"2004-05","2004-11",37.567619047619,43.1104545454545,34.72,0,1
"2004-06","2004-12",35.1836363636364,39.6021739130435,33.99,0,1
"2004-07","2005-01",38.2213636363636,44.509,37.89,0,1
"2004-08","2005-02",42.7440909090909,45.475,38.47,0,1
"2004-09","2005-03",43.1968181818182,53.1045454545455,43.12,0,1
"2004-10","2005-04",49.7766666666667,51.8838095238095,46.91,0,1
"2004-11","2005-05",43.1104545454545,48.6454545454545,45.21,0,1
"2004-12","2005-06",39.6021739130435,54.3545454545455,40.3,0,1
"2005-01","2005-07",44.509,57.52,45.47,0,1
"2005-02","2005-08",45.475,63.9834782608696,48.64,0,1
"2005-03","2005-09",53.1045454545455,62.9081818181818,54.91,0,1
"2005-04","2005-10",51.8838095238095,58.5385714285714,52.33,0,1
"2005-05","2005-11",48.6454545454545,55.2418181818182,51.71,0,1
"2005-06","2005-12",54.3545454545455,56.8557142857143,57.9,0,1
"2005-07","2006-01",57.52,62.9852380952381,62,0,1
"2005-08","2006-02",63.9834782608696,60.21,67.99,0,1
"2005-09","2006-03",62.9081818181818,62.0647826086957,65.46,0,1
"2005-10","2006-04",58.5385714285714,70.26,59.53,0,1
"2005-11","2006-05",55.2418181818182,69.7769565217391,57.01,0,1
"2005-12","2006-06",56.8557142857143,68.5559090909091,61.37,0,1
"2006-01","2006-07",62.9852380952381,73.6742857142857,68.38,0,1
"2006-02","2006-08",60.21,73.2304347826087,64.65,0,1
"2006-03","2006-09",62.0647826086957,61.9585714285714,67.29,0,1
"2006-04","2006-10",70.26,57.8081818181818,73.82,0,1
"2006-05","2006-11",69.7769565217391,58.7613636363636,72.82,0,1
"2006-06","2006-12",68.5559090909091,62.4721052631579,75.65,0,1
"2006-07","2007-01",73.6742857142857,53.6814285714286,76.82,0,1
"2006-08","2007-02",73.2304347826087,57.5557894736842,73.8,0,1
"2006-09","2007-03",61.9585714285714,62.0504545454545,66.64,0,1
"2006-10","2007-04",57.8081818181818,67.4857894736842,64.1,0,1
"2006-11","2007-05",58.7613636363636,67.2122727272727,67.21,0,1
"2006-12","2007-06",62.4721052631579,71.0457142857143,64.58,0,1
"2007-01","2007-07",53.6814285714286,76.93,60.8,0,1
"2007-02","2007-08",57.5557894736842,70.7608695652174,65.13,0,1
"2007-03","2007-09",62.0504545454545,77.1731578947368,69.02,0,1
"2007-04","2007-10",67.4857894736842,82.34,70.06,0,1
"2007-05","2007-11",67.2122727272727,92.4142857142857,69.77,0,1
"2007-06","2007-12",71.0457142857143,90.9268421052632,73.05,0,1
"2007-07","2008-01",76.93,92.1780952380952,75.59,1,1
"2007-08","2008-02",70.7608695652174,94.9865,71.33,1,1
"2007-09","2008-03",77.1731578947368,103.6355,77.79,1,1
"2007-10","2008-04",82.34,109.071363636364,88.17,1,1
"2007-11","2008-05",92.4142857142857,122.797142857143,86.95,1,1
"2007-12","2008-06",90.9268421052632,132.322380952381,92.58,1,1
"2008-01","2008-07",92.1780952380952,132.718181818182,91,1,1
"2008-02","2008-08",94.9865,113.243333333333,99.18,1,1
"2008-03","2008-09",103.6355,97.2347619047619,99.07,1,1
"2008-04","2008-10",109.071363636364,71.5821739130435,109.79,1,1
"2008-05","2008-11",122.797142857143,52.4526315789474,127.93,1,1
"2008-06","2008-12",132.322380952381,39.9468181818182,142.73,1,1
"2008-07","2009-01",132.718181818182,43.4395,127.88,1,1
"2008-08","2009-02",113.243333333333,43.3247368421053,118.39,1,1
"2008-09","2009-03",97.2347619047619,46.5404545454545,103.09,1,1
"2008-10","2009-04",71.5821739130435,50.1819047619048,71.93,1,1
"2008-11","2009-05",52.4526315789474,57.3025,61.77,1,1
"2008-12","2009-06",39.9468181818182,68.6095454545455,55.83,1,1
"2009-01","2009-07",43.4395,64.4354545454545,52.51,0,1
"2009-02","2009-08",43.3247368421053,72.5085714285714,50.37,0,1
"2009-03","2009-09",46.5404545454545,67.6461904761905,54.71,0,1
"2009-04","2009-10",50.1819047619048,72.7695454545455,55.66,0,1
"2009-05","2009-11",57.3025,76.662,68.61,0,1
"2009-06","2009-12",68.6095454545455,74.4563636363636,72.5,0,1
"2009-07","2010-01",64.4354545454545,76.1673684210526,74.98,0,1
"2009-08","2010-02",72.5085714285714,73.7521052631579,73.14,0,1
"2009-09","2010-03",67.6461904761905,78.8273913043478,72.44,0,1
"2009-10","2010-04",72.7695454545455,84.817619047619,78.74,0,1
"2009-11","2010-05",76.662,75.9455,82.23,0,1
"2009-12","2010-06",74.4563636363636,74.7609090909091,81.08,0,1
"2010-01","2010-07",76.1673684210526,75.58,74.62,0,1
"2010-02","2010-08",73.7521052631579,77.0395454545455,79.89,0,1
"2010-03","2010-09",78.8273913043478,77.8404761904762,84.47,0,1
"2010-04","2010-10",84.817619047619,82.6647619047619,90.91,0,1
"2010-05","2010-11",75.9455,85.2747619047619,78.08,0,1
"2010-06","2010-12",74.7609090909091,91.4468181818182,77.1,0,1
"2010-07","2011-01",75.58,96.5235,80.75,0,1
"2010-08","2011-02",77.0395454545455,103.716315789474,77.4,0,1
"2010-09","2011-03",77.8404761904762,114.64347826087,84.24,0,1
"2010-10","2011-04",82.6647619047619,123.258888888889,84.48,0,1
"2010-11","2011-05",85.2747619047619,114.989047619048,86.67,0,1
"2010-12","2011-06",91.4468181818182,113.833181818182,95.15,0,1
"2011-01","2011-07",96.5235,116.9735,101.67,0,1
"2011-02","2011-08",103.716315789474,110.219545454545,111.1,0,1
"2011-03","2011-09",114.64347826087,112.83380952381,116.08,0,1
"2011-04","2011-10",123.258888888889,109.55,124.11,0,1
"2011-05","2011-11",114.989047619048,110.768095238095,115.03,0,1
"2011-06","2011-12",113.833181818182,107.8705,112.82,0,1
"2011-07","2012-01",116.9735,110.686,116.41,0,1
"2011-08","2012-02",110.219545454545,119.327,112.68,0,1
"2011-09","2012-03",112.83380952381,125.445454545455,98.24,0,1
"2011-10","2012-04",109.55,119.421666666667,107.03,0,1
"2011-11","2012-05",110.768095238095,110.339523809524,108.23,0,1
"2011-12","2012-06",107.8705,95.1557142857143,105.63,0,1
"2012-01","2012-07",110.686,102.618571428571,109.66,0,1
"2012-02","2012-08",119.327,113.356086956522,118.86,0,1
"2012-03","2012-09",125.445454545455,112.863684210526,119.05,0,1
"2012-04","2012-10",119.421666666667,111.710869565217,117.23,0,1
"2012-05","2012-11",110.339523809524,109.058571428571,100.33,0,1
"2012-06","2012-12",95.1557142857143,109.494,97.77,0,1
"2012-07","2013-01",102.618571428571,112.96,102.39,0,1
"2012-08","2013-02",113.356086956522,116.050526315789,112.24,0,1
"2012-09","2013-03",112.863684210526,108.474,109.16,0,1
"2012-10","2013-04",111.710869565217,102.248181818182,105.23,0,1
"2012-11","2013-05",109.058571428571,102.558636363636,108.22,0,1
"2012-12","2013-06",109.494,102.9195,107.41,0,1
"2013-01","2013-07",112.96,107.933181818182,111.57,0,1
"2013-02","2013-08",116.050526315789,111.280454545455,107.42,0,1
"2013-03","2013-09",108.474,111.5965,107.72,0,1
"2013-04","2013-10",102.248181818182,109.07652173913,100.77,0,1
"2013-05","2013-11",102.558636363636,107.792,99.02,0,1
"2013-06","2013-12",102.9195,110.756666666667,100.1,0,1
"2013-07","2014-01",107.933181818182,108.117727272727,104.67,0,1
"2013-08","2014-02",111.280454545455,108.900526315789,108.02,0,1
"2013-09","2014-03",111.5965,107.480952380952,104.5,0,1
"2013-10","2014-04",109.07652173913,107.755238095238,106.69,0,1
"2013-11","2014-05",107.792,109.539090909091,108.29,0,1
"2013-12","2014-06",110.756666666667,111.795238095238,109.02,0,1
"2014-01","2014-07",108.117727272727,106.768181818182,104.13,0,1
"2014-02","2014-08",108.900526315789,101.608095238095,106.93,0,1
"2014-03","2014-09",107.480952380952,97.0914285714286,105.89,0,1
"2014-04","2014-10",107.755238095238,87.4252173913043,105.21,0,1
"2014-05","2014-11",109.539090909091,79.4378947368421,106.36,0,1
"2014-06","2014-12",111.795238095238,62.335,110.37,0,1
"2014-07","2015-01",106.768181818182,47.7595,106.89,0,1
"2014-08","2015-02",101.608095238095,58.0955,104.69,0,1
"2014-09","2015-03",97.0914285714286,55.8854545454545,96.99,0,1
"2014-10","2015-04",87.4252173913043,59.3518181818182,88.28,0,1
"2014-11","2015-05",79.4378947368421,64.0961904761905,72.74,0,1
"2014-12","2015-06",62.335,61.4777272727273,62.1,0,1
"2015-01","2015-07",47.7595,56.5613043478261,58.06,0,1
"2015-02","2015-08",58.0955,46.5842857142857,66.32,0,1
"2015-03","2015-09",55.8854545454545,47.6231818181818,59.53,0,1
