"time.t","exp.date","spot.t","exp.spot","fut","rec","brent.ind"
"1988-12","1989-11",16.266,19.82,15.36,0,0
"1989-01","1989-12",17.983,21.088,15.75,0,0
"1989-02","1990-01",17.826,22.641,16.32,0,0
"1989-03","1990-02",19.445,22.108,16.85,0,0
"1989-04","1990-03",21.04,20.418,17.14,0,0
"1989-05","1990-04",20.032,18.582,17.05,0,0
"1989-06","1990-05",20.005,18.237,17.58,0,0
"1989-07","1990-06",19.644,16.871,17.9,0,0
"1989-08","1990-07",18.522,18.638,18.24,0,0
"1989-09","1990-08",19.594,27.174,18.76,1,0
"1989-10","1990-09",20.091,33.687,18.52,1,0
"1989-11","1990-10",19.82,35.922,18.51,1,0
"1989-12","1990-11",21.088,32.3,19.6,1,0
"1990-01","1990-12",22.641,27.337,19.89,1,0
"1990-02","1991-01",22.108,24.959,20.94,1,0
"1990-03","1991-02",20.418,20.523,20.72,1,0
"1990-04","1991-03",18.582,19.86,20.17,1,0
"1990-05","1991-04",18.237,20.823,20.15,0,0
"1990-06","1991-05",16.871,21.24,19.24,0,0
"1990-07","1991-06",18.638,20.195,21.73,0,0
"1990-08","1991-07",27.174,21.42,23.76,0,0
"1990-09","1991-08",33.687,21.688,29.05,0,0
"1990-10","1991-09",35.922,21.857,26.13,0,0
"1990-11","1991-10",32.3,23.228,23.48,0,0
"1990-12","1991-11",27.337,22.465,23.09,0,0
"1991-01","1991-12",24.959,19.517,18.72,0,0
"1991-02","1992-01",20.523,18.82,18.39,0,0
"1991-03","1992-02",19.86,18.995,19.33,0,0
"1991-04","1992-03",20.823,18.916,19.91,0,0
"1991-05","1992-04",21.24,20.243,21.18,0,0
"1991-06","1992-05",20.195,20.94,19.93,0,0
"1991-07","1992-06",21.42,22.375,20.75,0,0
"1991-08","1992-07",21.688,21.759,20.97,0,0
"1991-09","1992-08",21.857,21.35,20.84,0,0
"1991-10","1992-09",23.228,21.902,21.38,0,0
"1991-11","1992-10",22.465,21.688,20.52,0,0
"1991-12","1992-11",19.517,20.342,19.57,0,0
"1992-01","1992-12",18.82,19.407,19.18,0,0
"1992-02","1993-01",18.995,19.075,19.15,0,0
"1992-03","1993-02",18.916,20.053,19.39,0,0
"1992-04","1993-03",20.243,20.347,20.37,0,0
"1992-05","1993-04",20.94,20.27,21.22,0,0
"1992-06","1993-05",22.375,19.94,20.77,0,0
"1992-07","1993-06",21.759,19.07,20.73,0,0
"1992-08","1993-07",21.35,17.866,20.53,0,0
"1992-09","1993-08",21.902,18.009,20.77,0,0
"1992-10","1993-09",21.688,17.514,20.34,0,0
"1992-11","1993-10",20.342,18.145,19.77,0,0
"1992-12","1993-11",19.407,16.699,19.8,0,0
"1993-01","1993-12",19.075,14.51,20.48,0,0
"1993-02","1994-01",20.053,15,20.64,0,0
"1993-03","1994-02",20.347,14.78,20.62,0,0
"1993-04","1994-03",20.27,14.66,20.75,0,0
"1993-05","1994-04",19.94,16.38,20.35,0,0
"1993-06","1994-05",19.07,17.88,19.91,0,0
"1993-07","1994-06",17.866,19.07,19.01,0,0
"1993-08","1994-07",18.009,19.65,19.38,0,0
"1993-09","1994-08",17.514,18.38,19.38,0,0
"1993-10","1994-09",18.145,17.46,18.27,0,0
"1993-11","1994-10",16.699,17.71,17.21,0,0
"1993-12","1994-11",14.51,18.1,16.54,0,0
"1994-01","1994-12",15,17.16,16.34,0,0
"1994-02","1995-01",14.78,17.99,16.3,0,0
"1994-03","1995-02",14.66,18.53,16.15,0,0
"1994-04","1995-03",15.2315789473684,17.0065217391304,15.55,0,1
"1994-05","1995-04",16.188,18.6483333333333,16.3,0,1
"1994-06","1995-05",16.7631818181818,18.3509090909091,16.75,0,1
"1994-07","1995-06",17.5995238095238,17.3127272727273,17.44,0,1
"1994-08","1995-07",16.8927272727273,15.8542857142857,16.4,0,1
"1994-09","1995-08",15.895,16.0963636363636,17.17,0,1
"1994-10","1995-09",16.4904761904762,16.6995238095238,16.23,0,1
"1994-11","1995-10",17.1913636363636,16.1109090909091,16.78,0,1
"1994-12","1995-11",15.932,16.8609090909091,16.83,0,1
"1995-01","1995-12",16.5519047619048,17.9252631578947,16.55,0,1
"1995-02","1996-01",17.1145,17.8531818181818,16.47,0,1
"1995-03","1996-02",17.0065217391304,17.9990476190476,16.59,0,1
"1995-04","1996-03",18.6483333333333,19.8519047619048,17.03,0,1
"1995-05","1996-04",18.3509090909091,20.9005,16.85,0,1
"1995-06","1996-05",17.3127272727273,19.1547619047619,16.1,0,1
"1995-07","1996-06",15.8542857142857,18.4565,16.06,0,1
"1995-08","1996-07",16.0963636363636,19.5708695652174,15.95,0,1
"1995-09","1996-08",16.6995238095238,20.512380952381,15.61,0,1
"1995-10","1996-09",16.1109090909091,22.6304761904762,15.65,0,1
"1995-11","1996-10",16.8609090909091,24.1626086956522,15.88,0,1
"1995-12","1996-11",17.9252631578947,22.7595238095238,16.27,0,1
"1996-01","1996-12",17.8531818181818,23.783,15.61,0,1
"1996-02","1997-01",17.9990476190476,23.537619047619,15.7,0,1
"1996-03","1997-02",19.8519047619048,20.8505263157895,16.54,0,1
"1996-04","1997-03",20.9005,19.133,16.59,0,1
"1996-05","1997-04",19.1547619047619,17.5559090909091,16.22,0,1
